x1,x2,x3,x4,x5,x6,x7,x8,y
0.35054355564477646,0.6044399810368892,0.908347181653643,0.7487786147544647,0.2079059899595958,0.06853102938683243,0.391057389524521,0.16240851194092804,-0.7219854173745541
0.7440374281150766,0.032138539324540166,0.7224721188418838,0.15480086178398003,0.2927534891257918,0.4369286388896264,0.9814684378606572,0.351060470232105,-1.1060387506991138
0.6871109640119828,0.2593194363827587,0.859934877327625,0.14022419237166195,0.3240514819753427,0.27454303878781305,0.41703162442336433,0.3403510619278849,-0.4029242695125246
0.03608702673739439,0.010470228194496677,0.2410655447502336,0.6360597147754056,0.04260006343432792,0.1409414096863741,0.5800605942983906,0.03801954033017776,1.264966001574618
0.787484264581451,0.7704067036841303,0.298387720368085,1.0,0.33331464602045,0.3761985568800883,0.7450986662949238,1.0,-0.53266321499708
0.9108802402679754,0.5360019482290048,0.8748897087285973,0.23452628449682142,0.9113422062790372,0.2692331897278787,0.9144868293521576,0.4546288420906238,-2.0849085699335514
0.1392647231985097,0.11942384444198141,0.4077634776416369,0.4234782557567707,0.1491670390901631,0.8811397850969742,0.4959749309468781,0.7252378641254245,1.4007394490854757
0.33768871798828975,0.5806053731134733,0.3625390114417937,0.10053472651052439,0.6649278421875001,0.2307898616252697,0.7592159265318087,0.7289798281096525,1.0584859199789682
0.17102921866288995,0.29935484893786024,0.9762227893335395,0.8780128537884406,0.9350206857823182,0.009016230475682816,0.8018193753986993,0.5850676783851034,-1.4397785901968436
0.02034015356325758,0.02561361574160545,0.46973684462929166,0.6758054987166456,0.6784440547869334,0.0,0.5909833909326223,0.5100649301163945,1.0724119482370296
0.18790953690942175,0.6462842004888185,0.40357027173612176,0.5386094929989033,0.8047425258044013,0.6532732090769618,0.2511294727632872,0.2678092257844016,1.6147367523050535
0.9562270905317932,0.22196572588198632,0.715457272194181,0.46485504927677984,1.0000000000000002,0.5299591593657997,0.7093315727240983,0.9697281228633483,-0.9794325402060833
0.5360439719176163,0.8554575205943064,0.04966441624658298,0.12055364075150612,0.7378275049432104,0.9453914239547709,0.8679145545268673,0.0907752609151734,0.23966337929695247
0.44839085670410417,0.8660286615495758,0.7240253087675924,0.7048641728581599,0.4089403755471711,0.11417086623203888,0.0,0.4276328827804192,-0.1297982499757498
0.38198388203505385,0.5705120479342788,0.8506246789532274,0.36328095271719396,0.26203282264294614,0.4738612750766653,0.21080146474943984,0.7675080559447566,0.11456744909647823
0.5361444244276512,0.8849414046132426,0.5280340594612474,0.045192458179316386,0.7265797316303838,0.9137121250318987,0.07557120429070022,0.5105537981048374,0.6404927254348871
0.39492341585319585,0.33834288377245353,0.7355096138303812,0.7705399416664154,0.7446950487579697,0.7867363708494769,0.22840679314724294,0.8757818822650937,0.4887382500381108
0.9999999999999999,0.896012478549813,0.048633239180701185,0.049828504402330526,0.7413678851998935,0.5145434034222899,0.8099546684480724,0.06485462392800859,-0.7411709024359209
0.9781219222034837,1.0,0.6566117071636975,0.7306651827655548,0.6789160142332618,0.9121955164669105,0.4419678834833047,0.5481220552725822,-1.4919008100961624
0.47395711204129026,0.1697814628669132,0.06506321482913645,0.49624235549483015,0.48193280926656606,0.6200880347999358,0.9331874011429899,0.0745461234567947,0.6945395007647076
0.8669847081336767,0.6547498519254497,0.31073438742977927,0.7376982131456353,0.2360181676408059,0.19438030452667293,0.13755142441447255,0.9734207152986338,0.17151709075888316
0.8199208295875346,0.6507854784460493,0.2526944806705512,0.9626592935291325,0.667455234732883,0.23772140391250718,0.7625463658109591,0.896275309092382,-0.3742749681034542
0.8058153346088045,0.003726747410192815,0.3409666247474928,0.5352946973638866,0.7478827347480596,0.7070707524135029,0.9999999999999999,0.35887055792681205,-0.3999150348494951
0.483348983256445,0.10204540887664329,0.20139954672083252,0.7475637879576404,0.24339682687718944,0.22954288972537196,0.13366238263545888,0.7118781768834607,1.4444247386958429
